"scientific_name","species","subspecies","subfamily","cites_annex","iucn_category","individuals","sex","superclass","cell_line","karyotype","dna","rna","sequencing","i_psc","tissue_of_origin","alternative_name","species_","taxon_id","synonym","tol_id","genus","family","order","class","phylum","kingdom","superkingdom","assembly_level","biosample","scaffold_n50","assembly_type","contig_n50","gene_count","assembly_date","busco_completeness","gc_percent","mitochondrion_assembly_span","c_value","genome_size","genome_size_kmer","genome_size_draft","chromosome_number","haploid_number","ploidy","insdc_open","published","sequencing_status","Name","Annotation.Release","Freeze.Date","Release.Date","Common.name","Taxon.ID","Ensembl.Assembly","Accession","Genebuild.Method","Variation.database","Regulation.database","common_name","genome_match","species_genome","divergence_mya_adj","...31","taxon_rank","zoonomia","genome","annotation","individuals_cl","cell_lines","fibro","pbmc","ipsc","fibro_l","nspecies","cat","cat_num","fibro2","to_process","order2","selected"
"Mandrillus sphinx","Mandrillus sphinx",NA,"Cercopithecinae","I","VULNERABLE",2,"F/M","Mammalia","Fibro","X","X",NA,"x",NA,"Tissue",NA,"Mandrillus_sphinx","9561","Simia madarogaster","mManSph","Mandrillus","Cercopithecidae","Primates","Mammalia","Chordata","Metazoa","Eukaryota","Contig","CNS0036001;SAMN08634632;SAMN23575347",20999372,NA,20999372,NA,"2022-06-17",NA,NA,16546,3.5,3423000000,NA,NA,42,21,2,"EBP;PRGP;PRJNA436891;PRJNA785018",NA,"insdc_open",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mandrill","species","Mandrillus sphinx",1e-4,NA,NA,TRUE,TRUE,TRUE,2,2,2,0,1,TRUE,20,"Both",1,2,2,"Primates",FALSE
"Eulemur fulvus","Eulemur fulvus",NA,NA,"I","VULNERABLE",2,"F/F","Mammalia","Fibro","X","X",NA,"x",NA,"Tissue",NA,"Eulemur_fulvus","13515","Eulemur fulvus fulvus","mEulFul","Eulemur","Lemuridae","Primates","Mammalia","Chordata","Metazoa","Eukaryota","Scaffold","SAMN07678083",22561,NA,21310,NA,"2019-01-16",58.2,NA,17122,3.35546875,3281190000,NA,NA,48,24,2,"EBP;PRJNA399393;ZOONOMIA",NA,"published",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Common brown lemur,Brown lemur","species","Eulemur fulvus",1e-4,NA,NA,TRUE,TRUE,TRUE,2,2,2,0,0,TRUE,20,"Both",1,2,2,"Primates",FALSE
"Cercopithecus neglectus","Cercopithecus neglectus",NA,"Cercopithecinae","II","LEAST CONCERN",1,"F","Mammalia","Fibro",NA,NA,NA,NA,NA,"Tissue",NA,"Cercopithecus_neglectus","36227","Cercopithecus brazzae uellensis","mCerNeg","Cercopithecus","Cercopithecidae","Primates","Mammalia","Chordata","Metazoa","Eukaryota","Scaffold","SAMN07678070",10270,NA,9789,NA,"2019-01-16",NA,NA,16490,4.87109375,4762860000,NA,NA,58,29,2,"EBP;PRJNA399380;ZOONOMIA",NA,"published",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"De Brazza’s Monkey,De Brazza's monkey","species","Cercopithecus neglectus",1e-4,NA,NA,TRUE,TRUE,TRUE,1,1,1,0,0,TRUE,20,"Both",1,1,1,"Primates",FALSE
"Gorilla gorilla","Gorilla gorilla",NA,NA,"I","CRITICALLY ENDANGERED",3,"-/F/M","Mammalia","Fibro/PBMc",NA,"X",NA,"X","X","Blood/Tissue",NA,"Gorilla_gorilla","9593","Gorilla gorilla","mGorGor","Gorilla","Hominidae","Primates","Mammalia","Chordata","Metazoa","Eukaryota","Chromosome","SAMEA2272491;SAMEA3541598;SAMN04003007;SAMN11078986;SAMN30617507",151559850,NA,124954819,NA,"2023-04-03",NA,NA,16364,3.5703125,3491460000,NA,NA,48,24,2,"PRJEA31265;PRJEB10880;PRJNA369439;PRJNA916732;PRJNA916733;PRJNA930782;PRJNA941352;PRJNA941353;PRJNA942267;PRJNA954414",NA,"insdc_open","western gorilla","102.0","2019/09/20 00:00:00","2019/09/30 00:00:00",NA,NA,NA,NA,NA,NA,NA,"Western Gorilla,Western lowland gorilla","species","Gorilla gorilla",1e-4,NA,NA,TRUE,TRUE,TRUE,3,2,2,0,1,TRUE,20,"Both",1,2,2,"Primates",TRUE
"Mandrillus leucophaeus","Mandrillus leucophaeus",NA,NA,"I","VULNERABLE",3,"F/F/F","Mammalia","Fibro",NA,"X",NA,NA,NA,"Tissue",NA,"Mandrillus_leucophaeus","9568","Mandrillus leucophaeus","mManLeu","Mandrillus","Cercopithecidae","Primates","Mammalia","Chordata","Metazoa","Eukaryota","Scaffold","SAMN03121813;SAMN23575346",3186748,NA,31346,27850,"2015-03-12",NA,NA,16547,3.5,3423000000,NA,NA,42,21,2,"EBP;PRGP;PRJNA251423;PRJNA785018",NA,"insdc_open","drill","100.0","2015/03/26 00:00:00","2015/03/30 00:00:00","Drill",9568,"Mleu.le_1.0","GCA_000951045.1","Full genebuild","-","Y","Drill,drill","species","Mandrillus leucophaeus",1e-4,NA,NA,TRUE,TRUE,TRUE,3,3,3,0,0,TRUE,20,"Both",1,3,2,"Primates",TRUE
"Hylobates pileatus","Hylobates pileatus",NA,NA,"I","ENDANGERED",1,"M","Mammalia","Fibro",NA,"X",NA,NA,NA,"Tissue",NA,"Hylobates_pileatus","9589","Hylobates pileatus","mHylPil","Hylobates","Hylobatidae","Primates","Mammalia","Chordata","Metazoa","Eukaryota","Chromosome","CNS0489761;SAMN23575341",131825309,NA,17385161,NA,"2022-01-19",NA,NA,16502,3.240234375,3168720000,NA,NA,44,22,2,"EBP;PRGP;PRJNA785018",NA,"insdc_open",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pileated Gibbon,pileated gibbon","species","Hylobates pileatus",1e-4,NA,NA,FALSE,TRUE,FALSE,1,1,1,0,0,TRUE,20,"Both",1,1,1,"Primates",FALSE
"Callithrix geoffroyi","Callithrix geoffroyi",NA,"Callitrichinae","II","LEAST CONCERN",1,"F","Mammalia","Fibro","X","X",NA,"X",NA,"Tissue",NA,"Callithrix_geoffroyi","9483","Cebus albifrons","mCalJac","Callithrix","Cebidae","Primates","Mammalia","Chordata","Metazoa","Eukaryota","Chromosome","CNS0279747;SAMD00031689;SAMD00169834;SAMD00217773;SAMN02770241;SAMN02981242;SAMN07586072;SAMN12368443;SAMN12783337;SAMN30617511",136971485,NA,13222669,42308,"2021-04-28",89.4,NA,16499,3.4296875,3354540000,NA,NA,44,22,2,"EBP;PRJDB3965;PRJDB8242;PRJDB9375;PRJNA167910;PRJNA176380;PRJNA20401;PRJNA246742;PRJNA401030;PRJNA558086;PRJNA558087;PRJNA560230;PRJNA566173;PRJNA597600;PRJNA941356;PRJNA941357;PRJNA949199;VGP",NA,"insdc_open","white-tufted-ear marmoset","GCF_011100555.1-RS_2023_03","2023/03/02 00:00:00","2023/03/18 00:00:00","White-tufted-ear marmoset",9483,"mCalJac1.pat.X","GCA_011100555.1","Full genebuild","-","Y","Geoffroy’s Tufted-ear Marmoset,Geoffroy's marmoset","genus","Callithrix jacchus",1.45,NA,"species",FALSE,TRUE,TRUE,1,1,1,0,0,TRUE,20,"Both",1,1,1,"Primates",FALSE
"Miopithecus ogouensis","Miopithecus ogouensis",NA,"Cercopithecinae","II","NEAR THREATENED",2,"U/F","Mammalia","Fibro",NA,"X",NA,NA,"X","Tissue",NA,"Miopithecus_ogouensis","36231","Miopithecus ogouensis","mMioTal","Miopithecus","Cercopithecidae","Primates","Mammalia","Chordata","Metazoa","Eukaryota","Chromosome","SAMN29758772",99916881,NA,76031,NA,"2023-02-09",NA,NA,16543,3.669921875,3589260000,NA,NA,54,27,2,"EBP;PRJNA512907;PRJNA944680",NA,"insdc_open",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Northern Talapoin Monkey,Gabon talapoin","genus","Miopithecus talapoin",3.91,NA,"species",FALSE,TRUE,FALSE,2,1,1,0,1,TRUE,20,"Both",1,1,1,"Primates",FALSE
"Cercocebus torquatus","Cercocebus torquatus",NA,NA,"II","ENDANGERED",2,"M/M","Mammalia","Fibro",NA,"X",NA,NA,NA,"Tissue",NA,"Cercocebus_torquatus","9531","Cercocebus collaris","mCerAty","Cercocebus","Cercopithecidae","Primates","Mammalia","Chordata","Metazoa","Eukaryota","Scaffold","SAMN03379531",12849131,NA,112942,30556,"2015-03-19",NA,NA,16543,3.740234375,3657720000,NA,NA,42,21,2,"PRJNA157077;PRJNA167910",NA,"insdc_open","sooty mangabey","100.0","2015/03/23 00:00:00","2015/03/30 00:00:00","Sooty mangabey",9531,"Caty_1.0","GCA_000955945.1","Full genebuild","-","Y","Red-capped mangabey,Mangabey","genus","Cercocebus atys",2.64,NA,"species",FALSE,TRUE,TRUE,2,2,2,0,0,TRUE,20,"Both",1,2,2,"Primates",FALSE
"Papio cynocephalus","Papio cynocephalus",NA,NA,"II","LEAST CONCERN",1,"F","Mammalia","Fibro",NA,"X",NA,"X",NA,"Tissue",NA,"Papio_cynocephalus","9555","Papio cynocephalus","mPapAnu","Papio","Cercopithecidae","Primates","Mammalia","Chordata","Metazoa","Eukaryota","Chromosome","CNS0489768;SAMN02981400;SAMN11179045",140274886,NA,1465768,39274,"2022-04-27",93.9,NA,16516,3.53515625,3457230000,NA,NA,42,21,2,"PRJNA260523;PRJNA527874;PRJNA54005",NA,"insdc_open","olive baboon","104.0","2019/10/15 00:00:00","2019/11/20 00:00:00","Olive baboon",9555,"Panubis1.0","GCA_008728515.1","Full genebuild","-","Y","Yellow Baboon,Yellow baboon","genus","Papio anubis",1.88,NA,"species",FALSE,TRUE,TRUE,1,1,1,0,0,TRUE,20,"Both",1,1,1,"Primates",FALSE
"Hylobates muelleri","Hylobates muelleri",NA,NA,"I","ENDANGERED",1,"M","Mammalia","Fibro",NA,"X",NA,NA,NA,"Tissue",NA,"Hylobates_muelleri","9589","Hylobates cinereus muelleri","mHylPil","Hylobates","Hylobatidae","Primates","Mammalia","Chordata","Metazoa","Eukaryota","Chromosome","CNS0489761;SAMN23575341",131825309,NA,17385161,NA,"2022-01-19",NA,NA,16502,3.240234375,3168720000,NA,NA,44,22,2,"EBP;PRGP;PRJNA785018",NA,"insdc_open",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bornean Gibbon,Mueller's Borneo gibbon","genus","Hylobates pileatus",4.06,NA,"species",FALSE,TRUE,FALSE,1,1,1,0,0,TRUE,20,"Both",1,1,1,"Primates",FALSE
"Cebuella pygmaea","Cebuella pygmaea",NA,NA,"II","VULNERABLE",4,"U/F/F/F","Mammalia","Fibro",NA,"X","X",NA,NA,"Tissue",NA,"Cebuella_pygmaea",NA,"Cebuella pygmaea",NA,"Cebuella","Cebidae","Primates","Mammalia","Chordata","Metazoa","Eukaryota",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pygmy marmoset",NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,4,4,4,0,0,TRUE,20,"Both",1,4,2,"Primates",TRUE
"Leontopithecus chrysomelas","Leontopithecus chrysomelas",NA,NA,"I","ENDANGERED",1,"M","Mammalia","Fibro",NA,"X","X",NA,NA,"Tissue",NA,"Leontopithecus_chrysomelas","30588","Leontopithecus chrysomelas","mLeoRos","Leontopithecus","Cebidae","Primates","Mammalia","Chordata","Metazoa","Eukaryota","Chromosome","SAMN21582245",121128971,NA,55757,NA,"2023-02-09",NA,NA,16872,3.455078125,3378990000,NA,NA,46,23,2,"EBP;PRJNA512907;PRJNA944680",NA,"insdc_open",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Golden-headed lion tamarin,golden-headed lion tamarin","genus","Leontopithecus rosalia",0.94,NA,"species",FALSE,TRUE,FALSE,1,1,1,0,0,TRUE,20,"Both",1,1,1,"Primates",FALSE
"Hylobates lar","Hylobates lar",NA,NA,"I","ENDANGERED",2,"M/M","Mammalia","Fibro",NA,"X",NA,NA,NA,"Tissue",NA,"Hylobates_lar","9589","Hylobates lar","mHylPil","Hylobates","Hylobatidae","Primates","Mammalia","Chordata","Metazoa","Eukaryota","Chromosome","CNS0489761;SAMN23575341",131825309,NA,17385161,NA,"2022-01-19",NA,NA,16502,3.240234375,3168720000,NA,NA,44,22,2,"EBP;PRGP;PRJNA785018",NA,"insdc_open",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"White-handed Gibbon,White-handed gibbon","genus","Hylobates pileatus",4.06,NA,"species",FALSE,TRUE,FALSE,2,1,1,0,0,TRUE,20,"Both",1,1,1,"Primates",FALSE
"Nanger dama","Nanger dama",NA,"Antilopinae","I","CRITICALLY ENDANGERED",14,"F/F/F/F/F/F/F/F/M/M","Mammalia","Fibro","X","X","X","X",NA,"blood/placenta/ombelical cord",NA,"Nanger_dama","67940","Nanger dama","mNanDam","Nanger","Bovidae","Artiodactyla","Mammalia","Chordata","Metazoa","Eukaryota","Scaffold","SAMEA9955968;SAMN18578434",37125998,NA,37125998,NA,"2021-11-18",NA,NA,16377,3.48046875,3403440000,NA,NA,37,15,2,"PRJEB47547;PRJNA718892",NA,"insdc_open",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dama Gazelle,Dama gazelle","species","Nanger dama",1e-4,NA,NA,FALSE,TRUE,FALSE,15,7,7,0,0,TRUE,30,"Both",1,7,2,"Artiodactyla",TRUE
"Aepyceros melampus","Aepyceros melampus",NA,"Aepycerotinae","-","LEAST CONCERN",8,NA,"Mammalia","Fibro","X","X",NA,NA,NA,"Tissue (ear)",NA,"Aepyceros_melampus","9897","Aepyceros melampus","mAepMel","Aepyceros","Bovidae","Artiodactyla","Mammalia","Chordata","Metazoa","Eukaryota","Scaffold","SAMN08714480",344542,NA,82459,NA,"2019-06-24",72.2,NA,16422,4.69140625,4586820000,NA,NA,60,30,2,"PRJNA438286",NA,"insdc_open",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Impala","species","Aepyceros melampus",1e-4,NA,NA,TRUE,TRUE,TRUE,6,4,4,0,0,TRUE,30,"Both",1,4,2,"Artiodactyla",TRUE
"Hexaprotodon liberiensis","Hexaprotodon liberiensis",NA,NA,"II","ENDANGERED",1,"F","Mammalia","Fibro","X","X",NA,NA,NA,"Tissue (skin)","Choeropsis liberiensis","Hexaprotodon_liberiensis","56798","Hexaprotodon liberiensis","mHexLib","Hexaprotodon","Hippopotamidae","Artiodactyla","Mammalia","Chordata","Metazoa","Eukaryota","Chromosome","SAMN24113486",142594368,NA,20244513,NA,"2022-04-22",NA,NA,16396,3.189453125,3041580000,NA,NA,36,18,2,"PRJNA780357",NA,"insdc_open",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pygmi Hippopotamus,pygmy hippopotamus","species","Hexaprotodon liberiensis",1e-4,NA,NA,FALSE,TRUE,FALSE,1,1,1,0,0,TRUE,30,"Both",1,1,1,"Artiodactyla",FALSE
"Oryx gazella","Oryx gazella",NA,"Antilopinae","-","LEAST CONCERN",1,"U","Mammalia","Fibro","X","X",NA,NA,NA,"Tissue","Oryx gazelle","Oryx_gazella","9958","Oryx gazella","mOryGaz","Oryx","Bovidae","Artiodactyla","Mammalia","Chordata","Metazoa","Eukaryota","Scaffold","SAMN08714510;SAMN09604855",1579191,NA,19498,NA,"2018-12-14",NA,NA,16661,3.98046875,3892440000,NA,NA,56,28,2,"PRJNA438286;PRJNA479821",NA,"insdc_open",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gemsbok,gemsbok","species","Oryx gazella",1e-4,NA,NA,TRUE,TRUE,TRUE,1,1,1,0,0,TRUE,30,"Both",1,1,1,"Artiodactyla",FALSE
"Giraffa camelopardalis","Giraffa camelopardalis",NA,NA,"II","VULNERABLE",2,"F/F","Mammalia","Fibro","X",NA,NA,"X",NA,NA,NA,"Giraffa_camelopardalis","9894","Giraffa camelopardalis","mGirCam","Giraffa","Giraffidae","Artiodactyla","Mammalia","Chordata","Metazoa","Eukaryota","Scaffold","SAMN08714473;SAMN14677183;SAMN15027847",3153258,NA,25056,NA,"2023-04-03",NA,NA,16433,2.76953125,2709060000,NA,NA,30,15,2,"EBP;LOEWE-TBG;PRJNA438286;PRJNA627604;PRJNA635165",NA,"insdc_open",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cameleopardis giraffe,Reticulated giraffe","species","Giraffa camelopardalis",1e-4,NA,NA,TRUE,TRUE,TRUE,2,2,2,0,0,TRUE,30,"Both",1,2,2,"Artiodactyla",FALSE
"Lama guanicoe","Lama guanicoe",NA,NA,"II","LEAST CONCERN",3,"F/F/-","Mammalia","Fibro",NA,"X",NA,NA,NA,NA,NA,"Lama_guanicoe","9840","Lama guanicoe","mLamGua","Lama","Camelidae","Artiodactyla","Mammalia","Chordata","Metazoa","Eukaryota","Scaffold","CNS0198842;SAMN08242136",14786206,NA,343812,NA,"2023-04-03",NA,NA,16649,3.2109375,3139380000,NA,NA,74,37,2,"PRJNA427644",NA,"insdc_open",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Guanaco","species","Lama guanicoe",1e-4,NA,NA,TRUE,TRUE,TRUE,3,2,2,0,0,TRUE,30,"Both",1,2,2,"Artiodactyla",TRUE
"Connochaetes taurinus","Connochaetes taurinus",NA,"Alcelaphinae","-","LEAST CONCERN",1,"M","Mammalia","Fibro/PBMc","X",NA,NA,NA,NA,NA,NA,"Connochaetes_taurinus","9927","Connochaetes taurinus","mConTau","Connochaetes","Bovidae","Artiodactyla","Mammalia","Chordata","Metazoa","Eukaryota","Scaffold","SAMN08714482",366224,NA,70608,NA,"2019-06-24",NA,NA,16410,3.98046875,3853320000,NA,NA,58,29,2,"PRJNA438286",NA,"insdc_open",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ble Wildebeest,brindled gnu","species","Connochaetes taurinus",1e-4,NA,NA,TRUE,TRUE,TRUE,1,1,1,0,0,TRUE,30,"Both",1,1,1,"Artiodactyla",FALSE
"Camelus bactrianus","Camelus bactrianus",NA,NA,"I","CRITICALLY ENDANGERED",2,"M/F","Mammalia","Fibro",NA,NA,NA,NA,NA,"Tissue",NA,"Camelus_bactrianus","9837","Camelus bactrianus","mCamBac","Camelus","Camelidae","Artiodactyla","Mammalia","Chordata","Metazoa","Eukaryota","Scaffold","SAMEA13301206;SAMEA3138966;SAMN02953968",8812066,NA,139067,29764,"2014-10-23",92.3,NA,16659,2.634765625,2577030000,NA,NA,74,35,2,"PRJEB407;PRJEB51429;PRJNA183605",NA,"insdc_open","Bactrian camel","102.0","2021/12/06 00:00:00","2021/12/20 00:00:00",NA,NA,NA,NA,NA,NA,NA,"Bactrian Camel,Two-humped camel","species","Camelus bactrianus",1e-4,NA,NA,TRUE,TRUE,TRUE,2,2,2,0,0,TRUE,30,"Both",1,2,2,"Artiodactyla",FALSE
"Tragelaphus eurycerus","Tragelaphus eurycerus",NA,NA,"III","NEAR THREATENED",2,"F/M","Mammalia","Fibro",NA,"X",NA,NA,NA,"Tissue",NA,"Tragelaphus_eurycerus","69297","Antilope eurycerus","mTraEur","Tragelaphus","Bovidae","Artiodactyla","Mammalia","Chordata","Metazoa","Eukaryota","Contig","SAMEA13301202;SAMN08714502",21206903,NA,21206903,NA,"2022-03-28",NA,NA,16349,3.939453125,3853320000,NA,NA,32,15,2,"PRJEB50638;PRJNA438286",NA,"insdc_open",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bongo,bongo","species","Tragelaphus eurycerus",1e-4,NA,NA,FALSE,TRUE,FALSE,2,1,1,0,0,TRUE,30,"Both",1,1,1,"Artiodactyla",FALSE
"Sus scrofa","Sus scrofa",NA,"Suinae","I/II","LEAST CONCERN",1,"F","Mammalia","Fibro",NA,"x",NA,NA,NA,"Tissue",NA,"Sus_scrofa","9823","Sus scrofa","mSusScr","Sus","Suidae","Artiodactyla","Mammalia","Chordata","Metazoa","Eukaryota","Chromosome","CNS0254251;CNS0359860;SAMN01731602;SAMN01894235;SAMN02953785;SAMN03938573;SAMN04440474;SAMN04440475;SAMN04440476;SAMN04440477;SAMN04440478;SAMN04440479;SAMN04440480;SAMN04440481;SAMN04440482;SAMN07325927;SAMN08035066;SAMN09531794;SAMN12123497;SAMN14543579;SAMN15501053;SAMN17293407;SAMN17313388;SAMN24295375;SAMN28857594;SAMN32217151;SAMN32217152;SAMN32217153",88231837,NA,48231277,30371,"2017-02-07",NA,NA,16613,2.94921875,2885100000,NA,NA,36,18,2,"PRJNA13421;PRJNA176189;PRJNA186497;PRJNA291011;PRJNA309108;PRJNA392765;PRJNA418771;PRJNA478804;PRJNA531381;PRJNA613163;PRJNA645268;PRJNA691462;PRJNA692075;PRJNA791558;PRJNA845129;PRJNA911967",NA,"insdc_open","pig","106.0","2017/05/03 00:00:00","2017/05/13 00:00:00","Pig",9823,"Sscrofa11.1","GCA_000003025.6","Full genebuild","Y","Y","Wild boar,pig","species","Sus scrofa",1e-4,NA,NA,TRUE,TRUE,TRUE,1,1,1,0,0,TRUE,30,"Both",1,1,1,"Artiodactyla",FALSE
"Oryx dammah","Oryx dammah",NA,"Antilopinae","I","EXTINCT IN THE WILD",3,"F/F/M","Mammalia","Fibro","X",NA,"X","x","X","Tissue",NA,"Oryx_dammah","59534","Oryx dammah","mOryDam","Oryx","Bovidae","Artiodactyla","Mammalia","Chordata","Metazoa","Eukaryota","Scaffold","SAMN14518290",100398400,NA,374342,32423,"2020-09-25",NA,NA,16689,3.98046875,3892440000,NA,NA,57,28,2,"PRJNA622505",NA,"insdc_open","scimitar-horned oryx","100.0","2021/03/15 00:00:00","2021/03/20 00:00:00",NA,NA,NA,NA,NA,NA,NA,"Scimitar-horned Oryx,scimitar-horned oryx","species","Oryx dammah",1e-4,NA,NA,TRUE,TRUE,TRUE,3,2,2,0,1,TRUE,30,"Both",1,2,2,"Artiodactyla",TRUE
"Rangifer tarandus","Rangifer tarandus",NA,NA,"-","VULNERABLE",3,"F/M/F","Mammalia","Fibro",NA,NA,NA,NA,NA,"Tissue/ovaries",NA,"Rangifer_tarandus","9870","Rangifer tarandus","mRanTar","Rangifer","Cervidae","Artiodactyla","Mammalia","Chordata","Metazoa","Eukaryota","Scaffold","SAMEA112840270;SAMEA6417239;SAMN07274499;SAMN07678109;SAMN15639372;SAMN19775459",986392,NA,128565,NA,"2023-04-03",NA,NA,16362,3.41015625,3334980000,NA,NA,70,35,2,"EBP;PRJEB35834;PRJEB61995;PRJNA399416;PRJNA438286;PRJNA648372;PRJNA739179;ZOONOMIA",NA,"published",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Reindeer,Reindeer, caribou","species","Rangifer tarandus",1e-4,NA,NA,TRUE,TRUE,TRUE,3,3,3,0,0,TRUE,30,"Both",1,3,2,"Artiodactyla",TRUE
"Capra hircus","Capra hircus",NA,NA,"-","NA",3,"F/M/F","Mammalia","Fibro",NA,NA,NA,NA,NA,"Tissue",NA,"Capra_hircus","9925","African dwarf goats","mCapHir","Capra","Bovidae","Artiodactyla","Mammalia","Chordata","Metazoa","Eukaryota","Chromosome","SAMN02953816;SAMN03863711;SAMN10460883;SAMN14408556;SAMN20865798",87277232,NA,26244591,28911,"2016-08-24",NA,NA,16643,3.240234375,3168720000,NA,NA,60,30,2,"PRJNA158393;PRJNA290100;PRJNA492932;PRJNA613503;PRJNA756446",NA,"insdc_open","goat","102.0","2016/08/29 00:00:00","2016/09/08 00:00:00","Goat",9925,"ARS1","GCA_001704415.1","Full genebuild","Y","Y","Domestic goat","species","Capra hircus",1e-4,NA,NA,TRUE,TRUE,TRUE,3,2,2,0,0,TRUE,30,"Both",1,2,2,"Artiodactyla",TRUE
"Elaphurus davidianus","Elaphurus davidianus",NA,NA,"-","EXTINCT IN THE WILD",4,"F/F/F/M","Mammalia","Fibro",NA,"X","X",NA,NA,"Tissue (ear)",NA,"Elaphurus_davidianus","43332","Elaphurus davidianus","mElaDav","Elaphurus","Cervidae","Artiodactyla","Mammalia","Chordata","Metazoa","Eukaryota","Scaffold","SAMN03020601;SAMN07270940",3039716,NA,32707,NA,"2021-12-01",94,NA,16355,3.193359375,3168720000,NA,NA,68,34,2,"PRJNA256236;PRJNA438286",NA,"insdc_open",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Père David's deer,Pere David's deer","species","Elaphurus davidianus",1e-4,NA,NA,TRUE,TRUE,TRUE,4,4,4,0,0,TRUE,30,"Both",1,4,2,"Artiodactyla",TRUE
"Beatragus hunteri","Beatragus hunteri",NA,NA,NA,"CRITICALLY ENDANGERED",1,NA,"Mammalia","Fibro",NA,"X",NA,NA,NA,"Tissue",NA,"Beatragus_hunteri","59527","Damaliscus hunteri","mBeaHun","Beatragus","Bovidae","Artiodactyla","Mammalia","Chordata","Metazoa","Eukaryota","Scaffold","SAMN07678065",69303,NA,57444,NA,"2019-01-16",NA,NA,16359,3.98046875,3853320000,NA,NA,38,19,2,"EBP;PRJNA399375;ZOONOMIA",NA,"published",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"species","Beatragus hunteri",1e-4,NA,NA,TRUE,TRUE,TRUE,1,1,1,0,0,TRUE,30,"Both",1,1,1,"Artiodactyla",FALSE
"Bos grunniens","Bos grunniens",NA,NA,NA,"VULNERABLE",2,"F/F","Mammalia","Fibro",NA,"X","X",NA,NA,"Tissue",NA,"Bos_grunniens","30521","Bos bunnelli","mBosGru","Bos","Bovidae","Artiodactyla","Mammalia","Chordata","Metazoa","Eukaryota","Chromosome","SAMN11569574;SAMN18644404",114386978,NA,44716738,NA,"2019-06-10",NA,NA,16323,3.650390625,3569700000,NA,NA,60,30,2,"PRJNA540974;PRJNA720246",NA,"insdc_open",NA,NA,NA,NA,"Domestic yak",30521,"LU_Bosgru_v3.0","GCA_005887515.1","Full genebuild","-","-","Domestic yak,domestic yak","species","Bos grunniens",1e-4,NA,NA,TRUE,TRUE,TRUE,2,2,2,0,0,TRUE,30,"Both",1,2,2,"Artiodactyla",FALSE
