"scientific_name","species","subspecies","subfamily","cites_annex","iucn_category","individuals","sex","superclass","cell_line","karyotype","dna","rna","wgs_sequencing","rna_seq","i_psc","tissue_of_origin","alternative_name","species_","taxon_id","synonym","tolid_prefix","assembly_id","assembly_name","genbank_accession","refseq_accession","genus","family","order","class","phylum","kingdom","superkingdom","c_value","genome_size","genome_size_draft","contig_n50","gene_count","assembly_date","assembly_level","assembly_span","scaffold_n50","busco_completeness","chromosome_number","haploid_number","ploidy","sequencing_status","published","TOGA","common_name","genome_match","species_genome","divergence_mya_adj","taxon_id_ref","status","precomputed_age","adjusted_age","zoonomia","genome","annotation","individuals_cl","cell_lines","fibro","pbmc","ipsc","fibro_l","nspecies","cat","cat_num","fibro2","to_process","order2","selected"
"Ceratotherium simum","Ceratotherium simum",NA,NA,"I","NEAR THREATENED",3,"-/M/M","Mammalia","Fibro/PBMc",NA,"x","x","x","x",NA,"Blood",NA,"Ceratotherium_simum","9807","Rhinoceros simus;Ceratotherium simum simum;Rhinoceros burchellii;Rhinoceros camus",NA,NA,NA,NA,NA,"Ceratotherium","Rhinocerotidae","Perissodactyla","Mammalia","Chordata","Metazoa",NA,3.33984375,3266520000,NA,50391373,NA,"2023-04-03","Chromosome",2522777442,67555069,NA,82,41,2,"insdc_open",NA,"toga1/2",NA,"species","Ceratotherium simum",1e-4,NA,NA,NA,NA,TRUE,TRUE,TRUE,2,2,2,0,0,TRUE,6,"Both",1,2,2,"Perissodactyla",FALSE
"Equus caballus przewalskii","Equus caballus","przewalskii",NA,"I","ENDANGERED",1,"F","Mammalia","Fibro",NA,"X","X","X","X",NA,"Placenta/ Umbilical Cordon",NA,"Equus_caballus","9796","Equus przewalskii f. caballus;Equus przewalskii forma caballus;Equus asinus hippagrus;Equus caballus caballus;Equus caballus domesticus;Equus caballus fossilis;Equus caballus gallicus;Equus caballus germanicus;Equus caballus piveteaui;Equus ferus caballus;Equus hippagrus;Equus neogaeus;Equus neogeus;Hipphaplus bravardi;Hippidium neogaeum",NA,NA,NA,NA,NA,"Equus","Equidae","Perissodactyla","Mammalia","Chordata","Metazoa",NA,3.1796875,3110040000,NA,99223387,NA,"2024-08-16","Chromosome",2506949475,99223387,NA,64,32,2,"insdc_open",NA,"toga1","Przewalski's horse,Horse;horse","species","Equus caballus",1e-4,NA,NA,NA,NA,TRUE,TRUE,TRUE,1,1,1,0,0,TRUE,6,"Both",1,1,1,"Perissodactyla",FALSE
"Equus quagga burchelli","Equus quagga","burchelli",NA,"-","NEAR THREATENED",4,"F/M/F/M","Mammalia","Fibro",NA,"X",NA,NA,"X",NA,"Tissue",NA,"Equus_quagga","89248","Equus burchellii quagga",NA,NA,NA,NA,NA,"Equus","Equidae","Perissodactyla","Mammalia","Chordata","Metazoa",NA,3.560546875,3481680000,NA,427941,NA,"2022-01-31","Chromosome",2500914156,122556673,NA,44,22,2,"insdc_open",NA,"toga2","Burchell's zebra,plains zebra","species","Equus quagga",1e-4,NA,NA,NA,NA,TRUE,TRUE,TRUE,4,2,2,0,0,TRUE,6,"Both",1,2,2,"Perissodactyla",TRUE
"Equus caballus","Equus caballus",NA,NA,NA,"NA",1,"M","Mammalia","Fibro",NA,"X","X","X",NA,NA,"Tissue (ear)",NA,"Equus_caballus","9796","Equus przewalskii f. caballus;Equus przewalskii forma caballus;Equus asinus hippagrus;Equus caballus caballus;Equus caballus domesticus;Equus caballus fossilis;Equus caballus gallicus;Equus caballus germanicus;Equus caballus piveteaui;Equus ferus caballus;Equus hippagrus;Equus neogaeus;Equus neogeus;Hipphaplus bravardi;Hippidium neogaeum",NA,NA,NA,NA,NA,"Equus","Equidae","Perissodactyla","Mammalia","Chordata","Metazoa",NA,3.1796875,3110040000,NA,99223387,NA,"2024-08-16","Chromosome",2506949475,99223387,NA,64,32,2,"insdc_open",NA,"toga1","Horse (domestic),Horse;horse","species","Equus caballus",1e-4,NA,NA,NA,NA,TRUE,TRUE,TRUE,1,1,1,0,0,TRUE,6,"Both",1,1,1,"Perissodactyla",FALSE
"Tapirus terrestris","Tapirus terrestris",NA,NA,"II","VULNERABLE",2,"M/F","Mammalia","Fibro",NA,NA,"X","X",NA,NA,"Tissue (skin)",NA,"Tapirus_terrestris","9801","Hippopotamus terrestris",NA,NA,NA,NA,NA,"Tapirus","Tapiridae","Perissodactyla","Mammalia","Chordata","Metazoa",NA,3.779296875,3696840000,NA,164193,NA,"2019-01-15","Scaffold",2571458752,186384,NA,80,40,2,"published","ZOONOMIA","toga1","Lowland Tapir,South American tapir;Brazilian tapir","species","Tapirus terrestris",1e-4,NA,NA,NA,NA,TRUE,TRUE,TRUE,2,2,2,0,0,TRUE,6,"Both",1,2,2,"Perissodactyla",FALSE
"Hydrochoerus hydrochaeris","Hydrochoerus hydrochaeris",NA,"Hydrochoerinae","-","LEAST CONCERN",1,"M","Mammalia","Fibro",NA,"X","X","X","X",NA,"Tissue",NA,"Hydrochoerus_hydrochaeris","10149","Hydrochaeris hydrochaeris;Hydrochaerus hydrochaeris;Sus hydrochaeris;Capiguara americana;Cavia capybara;Hydrochaerus capybara;Hydrochoerus capybara;Hydrochoerus cololoi;Hydrochoerus hydrochoeris;Hydrochoerus irroratus;Hydrochoerus uruguayensis",NA,NA,NA,NA,NA,"Hydrochoerus","Hydrochaeridae","Rodentia","Mammalia","Chordata","Metazoa",NA,3.689453125,3663832500,NA,148451,NA,"2019-01-16","Scaffold",2734590088,202224,NA,64,27,2,"published","ZOONOMIA","toga1","Capybara,capybara","species","Hydrochoerus hydrochaeris",1e-4,NA,NA,NA,NA,TRUE,TRUE,TRUE,2,1,1,0,0,TRUE,6,"Both",1,1,1,"Rodentia",FALSE
"Dolichotis patagonum","Dolichotis patagonum",NA,"Dolichotinae","-","NEAR THREATENED",3,"F/M/-","Mammalia","Fibro","X","X","X","X","x",NA,"Tissue",NA,"Dolichotis_patagonum","29091","Cavia patagonum",NA,NA,NA,NA,NA,"Dolichotis","Caviidae","Rodentia","Mammalia","Chordata","Metazoa",NA,3.69921875,3618600000,NA,27983,NA,"2019-01-16","Scaffold",3289614431,31026,72.60000000000001,64,32,2,"published","ZOONOMIA","not_in_toga","Patagonian mara,Patagonian cavy","species","Dolichotis patagonum",1e-4,NA,NA,NA,NA,TRUE,TRUE,TRUE,3,2,2,0,0,TRUE,6,"Both",1,2,2,"Rodentia",FALSE
"Eliomys quercinus","Eliomys quercinus",NA,"Leithiinae","-","NEAR THREATENED",1,"-","Mammalia","Fibro","X","X","X","X","X",NA,"Tissue",NA,"Eliomys_quercinus","53277","Mus quercinus;Eliomys cincticauda;Eliomys gotthardus;Eliomys gymnesicus;Eliomys hamiltoni;Eliomys hortualis;Eliomys jurassicus;Eliomys nitela;Eliomys nitela lusitanica;Eliomys ophiusae;Eliomys pallidus;Eliomys quercinus dichrurus;Eliomys quercinus gotthardus;Eliomys quercinus gymnesicus;Eliomys quercinus jurrasicus;Eliomys quercinus liparensis;Eliomys quercinus lusitanicus;Eliomys quercinus ophiusae;Eliomys quercinus quercinus;Eliomys quercinus raticus;Eliomys quercinus sardus;Eliomys quercinus superans;Eliomys quercinus valverdei;Eliomys sardus;Eliomys superans;Myoxus nitela;Myoxus nitela amori",NA,NA,NA,NA,NA,"Eliomys","Gliridae","Rodentia","Mammalia","Chordata","Metazoa",NA,3.970703125,3882659999,NA,51740598,NA,"2025-06-30","Chromosome",2391831224,108114398,NA,48,24,2,"published","LOEWE-TBG","toga1",NA,"species","Eliomys quercinus",1e-4,NA,NA,NA,NA,FALSE,TRUE,TRUE,1,1,1,0,0,TRUE,6,"Both",1,1,1,"Rodentia",FALSE
"Hystrix cristata","Hystrix cristata",NA,NA,"-","LEAST CONCERN",1,"F/M","Mammalia","Fibro",NA,"x","x",NA,"X",NA,"Tissue","Hystrix","Hystrix_cristata","10137",NA,NA,NA,NA,NA,NA,"Hystrix","Hystricidae","Rodentia","Mammalia","Chordata","Metazoa",NA,3.689453125,3663832500,NA,57102,NA,"2019-01-16","Scaffold",2470917678,64768,NA,48,24,2,"published","ZOONOMIA","not_in_toga","Short-tailed porcupine,crested porcupine","species","Hystrix cristata",1e-4,NA,NA,NA,NA,TRUE,TRUE,TRUE,2,2,2,0,0,TRUE,6,"Both",1,2,2,"Rodentia",FALSE
"Cynomys ludovicianus","Cynomys ludovicianus",NA,NA,NA,"LEAST CONCERN",2,"M/F","Mammalia","Fibro",NA,NA,NA,NA,NA,NA,"Tissue",NA,"Cynomys_ludovicianus","45480","Arctomys ludoviciana;Cynomys arizonensis;Cynomys cinereus;Cynomys grisea;Cynomys meadensis;Cynomys pyrrotrichus;Cynomys socialis;Monax missouriensis",NA,NA,NA,NA,NA,"Cynomys","Sciuridae","Rodentia","Mammalia","Chordata","Metazoa",NA,3.970703125,3882659999,NA,567348,NA,"2025-09-12","Scaffold",2560959361,1032944,NA,38,19,2,NA,NA,"toga1/2",NA,"species","Cynomys ludovicianus",1e-4,NA,NA,NA,NA,FALSE,TRUE,TRUE,2,2,2,0,0,TRUE,6,"Both",1,2,2,"Rodentia",FALSE
"Rattus norvegicus","Rattus norvegicus",NA,NA,"-","LEAST CONCERN",1,"U","Mammalia","Fibro",NA,"X","X",NA,NA,NA,"Tissue","Rattus","Rattus_norvegicus","10116","Mus norvegicus;Epimys norvegicus socer;Mus caraco;Mus caspius;Mus decumanoides;Mus decumanus;Mus decumanus hybridus;Mus decumanus major;Mus griseipectus;Mus hibernicus;Mus humiliatus;Mus javanus;Mus magnirostris;Mus maniculatus;Mus maurus;Mus norvegicus praestans;Mus ouangthomae;Mus plumbeus;Mus surmolottus;Mus sylvaticus discolor;Mus tamarensis;Rattus decumanus;Rattus humiliatus insolatus;Rattus humiliatus sowerbyi;Rattus norvegicus albus;Rattus norvegicus otomoi;Rattus norvegicus primarius",NA,NA,NA,NA,NA,"Rattus","Muridae","Rodentia","Mammalia","Chordata","Metazoa",NA,3.26953125,3198060000,NA,64250101,27309,"2024-01-31","Chromosome",2859874536,137014596,96,42,21,2,"insdc_open",NA,"toga2","Rat,Brown rat;Norway rat","species","Rattus norvegicus",1e-4,NA,NA,NA,NA,TRUE,TRUE,TRUE,1,1,1,0,0,TRUE,6,"Both",1,1,1,"Rodentia",FALSE
"Lutra lutra","Lutra lutra",NA,"Lutrinae","I","NEAR THREATENED",2,"M/F","Mammalia","Fibro","X","X",NA,"X","X",NA,"tissue",NA,"Lutra_lutra","9657","Viverra lutra;Lutra piscatoria;Lutra vulgaris;Mustela lutra",NA,NA,NA,NA,NA,"Lutra","Mustelidae","Carnivora","Mammalia","Chordata","Metazoa",NA,2.9453125,2880210000,NA,30403456,NA,"2020-07-31","Chromosome",2438442342,149004807,94.9,38,19,2,"insdc_open",NA,"not_in_toga","Eurasian otter,Otter, Common;Otter;Eurasian river otter","species","Lutra lutra",1e-4,NA,NA,NA,NA,TRUE,TRUE,TRUE,2,1,1,0,0,TRUE,19,"Both",1,1,1,"Carnivora",FALSE
"Panthera leo","Panthera leo",NA,"Pantherinae","II","VULNERABLE",9,"F/M/F/F/F/F/F","Mammalia","Fibro","X","X","X","X","X",NA,"blood",NA,"Panthera_leo","9689","Felis leo;Leo leo;Felis imperialis",NA,NA,NA,NA,NA,"Panthera","Felidae","Carnivora","Mammalia","Chordata","Metazoa",NA,2.94921875,2885100000,NA,77781637,NA,"2021-05-13","Chromosome",2297552363,147402474,NA,38,19,2,"insdc_open",NA,"toga2","Lion,African lion;lion","species","Panthera leo",1e-4,NA,NA,NA,NA,TRUE,TRUE,TRUE,8,9,9,0,0,TRUE,19,"Both",1,9,2,"Carnivora",TRUE
"Panthera onca","Panthera onca",NA,"Pantherinae","I","NEAR THREATENED",4,"F/F","Mammalia","Fibro","X","X","X","X","X",NA,"Tissue",NA,"Panthera_onca","9690","Felis augustus;Felis onca;Felis onca boliviensis;Felis onca coxi;Felis onca ucayalae;Felis veronis;Panthera augusta;Panthera onca augusta;Uncia augusta",NA,NA,NA,NA,NA,"Panthera","Felidae","Carnivora","Mammalia","Chordata","Metazoa",NA,2.830078125,2767740000,NA,51083,NA,"2023-02-09","Chromosome",2498323642,132627732,NA,38,19,2,"published","ZOONOMIA","toga2","Jaguar,jaguar","species","Panthera onca",1e-4,NA,NA,NA,NA,TRUE,TRUE,TRUE,5,6,6,0,0,TRUE,19,"Both",1,6,2,"Carnivora",TRUE
"Canis lupus signatus","Canis lupus","signatus",NA,"II","LEAST CONCERN",4,"M/F/F/F","Mammalia","Fibro",NA,"X","X","X","X",NA,"Tissue/Blood","Canis lupus","Canis_lupus","9612","Aenocyon milleri;Canis dingo;Canis familiaris;Canis furlongi;Canis lycaon;Canis milleri;Canis nubilus;Canis occidentalis;Canis pambasileus;Canis petrolei;Canis tundrarum;Canis variabilis;Lupus gigas;Lupus lupus",NA,NA,NA,NA,NA,"Canis","Canidae","Carnivora","Mammalia","Chordata","Metazoa",NA,2.810546875,2748180000,NA,44625132,NA,"2023-12-27","Chromosome",2347135981,65778685,95.5,78,39,2,"insdc_open",NA,"toga2","Iberian Wolf,Timber wolf;gray wolf","species","Canis lupus",1e-4,NA,NA,NA,NA,TRUE,TRUE,TRUE,4,5,5,0,0,TRUE,19,"Both",1,5,2,"Carnivora",TRUE
"Mungos mungo","Mungos mungo",NA,NA,"-","LEAST CONCERN",3,"F/F/F","Mammalia","Fibro","X","X","X","X","X",NA,"Tissue",NA,"Mungos_mungo","210652","Viverra mungo;Ariela taenionota;Crossarchus fasciatus;Crossarchus fasciatus colonus;Herpestes fasciatus;Herpestes mungo;Ichneumon mungo;Ichneumon taenionotus;Mangusta mungo",NA,NA,NA,NA,NA,"Mungos","Herpestidae","Carnivora","Mammalia","Chordata","Metazoa",NA,2.873046875,2823975000,NA,180702,NA,"2019-01-15","Scaffold",2448211634,236501,NA,36,18,2,"published","ZOONOMIA","not_in_toga","Banded Mongoose,banded mongoose","species","Mungos mungo",1e-4,NA,NA,NA,NA,TRUE,TRUE,TRUE,3,3,3,0,0,TRUE,19,"Both",1,3,2,"Carnivora",FALSE
"Ursus thibetanus","Ursus thibetanus",NA,NA,"I","VULNERABLE",1,"F","Mammalia","Fibro",NA,"X","X","X","X",NA,"Tissue",NA,"Ursus_thibetanus","9642","Selenarctos thibetanus",NA,NA,NA,NA,NA,"Ursus","Ursidae","Carnivora","Mammalia","Chordata","Metazoa",NA,2.75,2689500000,NA,145966,NA,"2023-04-03","Scaffold",2292368350,26803000,NA,74,37,2,"insdc_open",NA,"toga1/2",NA,"species","Ursus thibetanus",1e-4,NA,NA,NA,NA,TRUE,TRUE,TRUE,1,1,1,0,0,TRUE,19,"Both",1,1,1,"Carnivora",FALSE
"Otaria byronia","Otaria byronia",NA,NA,"-","LEAST CONCERN",5,"F/F/F/F/F","Mammalia","Fibro","X","X","X","X","X",NA,"Tissue",NA,"Otaria_byronia","161932","Otaria flavescens;Eumetopias byronia;Otaria byroni;Phoca flavescens",NA,NA,NA,NA,NA,"Otaria","Otariidae","Carnivora","Mammalia","Chordata","Metazoa",NA,3.150390625,3080700000,NA,NA,NA,"2023-04-03","Scaffold",2450000000,144693000,NA,36,18,2,"open",NA,"toga2","South American Sea Lion,South American sea lion","species","Otaria byronia",1e-4,NA,NA,NA,NA,FALSE,TRUE,TRUE,5,5,5,0,0,TRUE,19,"Both",1,5,2,"Carnivora",TRUE
"Ailuropoda melanoleuca","Ailuropoda melanoleuca",NA,NA,"I","VULNERABLE",2,NA,"Mammalia","Fibro","X","X","X","X","X",NA,"Tissue",NA,"Ailuropoda_melanoleuca","9646","Aeluropus melanoleucus;Ailuropus melanoleucus;Ursus melanoleucus",NA,NA,NA,NA,NA,"Ailuropoda","Ursidae","Carnivora","Mammalia","Chordata","Metazoa",NA,2.75,2689500000,NA,127687,22586,"2020-04-20","Chromosome",2369876364,129245720,NA,42,21,2,"insdc_open",NA,"not_in_toga","Giant Panda,giant panda","species","Ailuropoda melanoleuca",1e-4,NA,NA,NA,NA,TRUE,TRUE,TRUE,2,1,1,0,0,TRUE,19,"Both",1,1,1,"Carnivora",FALSE
"Suricata suricatta","Suricata suricatta",NA,NA,"-","LEAST CONCERN",6,"F/F/M/-/M","Mammalia","Fibro","X","X","X","X","X",NA,"Tissue",NA,"Suricata_suricatta","37032","Viverra suricatta;Viverra suricata",NA,NA,NA,NA,NA,"Suricata","Herpestidae","Carnivora","Mammalia","Chordata","Metazoa",NA,2.873046875,2823975000,NA,75409,NA,"2019-07-03","Chromosome",2353578744,141453419,NA,36,18,2,"published","ZOONOMIA","toga1","Meerkat,meerkat","species","Suricata suricatta",1e-4,NA,NA,NA,NA,TRUE,TRUE,TRUE,6,7,7,0,0,TRUE,19,"Both",1,7,2,"Carnivora",TRUE
"Panthera pardus kotiya","Panthera pardus","kotiya",NA,"I","VULNERABLE",2,"M/M","Mammalia","Fibro","X","X","X","X","X",NA,"Tissue",NA,"Panthera_pardus","9691","Felis pardus;Leo pardus;Felis pardus nanopardus",NA,NA,NA,NA,NA,"Panthera","Felidae","Carnivora","Mammalia","Chordata","Metazoa",NA,2.830078125,2767740000,NA,22236240,NA,"2022-07-21","Scaffold",2509664278,126810544,NA,38,19,2,"insdc_open",NA,"toga2","Leopard,leopard","species","Panthera pardus",1e-4,NA,NA,NA,NA,TRUE,TRUE,TRUE,2,2,2,0,0,TRUE,19,"Both",1,2,2,"Carnivora",FALSE
"Crocuta crocuta","Crocuta crocuta",NA,NA,"-","LEAST CONCERN",2,"M/M","Mammalia","Fibro",NA,"X","X","X","X",NA,"Tissue",NA,"Crocuta_crocuta","9678","Canis crocuta;Crocotta kibotonensis;Crocotta panganensis;Crocuta crocuta fisi;Crocuta crocuta fortis;Crocuta nyassae;Crocuta nzoyae;Crocuta rufopicta;Crocuta thomasi;Hyaena capensis;Hyaena crocuta;Hyaena cuvieri;Hyaena gariepensis;Hyaena germinans;Hyaena leontiewi;Hyaena maculata;Hyaena noltei;Hyaena rufa;Hyaena thierryi;Hyaena togoensis;Hyaena wismanni",NA,NA,NA,NA,NA,"Crocuta","Hyaenidae","Carnivora","Mammalia","Chordata","Metazoa",NA,2.873046875,2823975000,NA,97873,19698,"2019-10-07","Scaffold",2348360376,7236831,93.5,40,20,2,"insdc_open",NA,"not_in_toga","Spotted hyena,spotted hyena","species","Crocuta crocuta",1e-4,NA,NA,NA,NA,TRUE,TRUE,TRUE,2,2,2,0,0,TRUE,19,"Both",1,2,2,"Carnivora",FALSE
"Zalophus californianus","Zalophus californianus",NA,NA,"-","LEAST CONCERN",3,"F/F/F","Mammalia","Fibro",NA,"X","X","X","X",NA,"Tissue",NA,"Zalophus_californianus","9704","Otaria californiana;Arctocephalus gilliespii;Eumetopias californianus;Otaria gilliespii;Zalophus gilliespii",NA,NA,NA,NA,NA,"Zalophus","Otariidae","Carnivora","Mammalia","Chordata","Metazoa",NA,3.150390625,3080700000,NA,32626160,NA,"2020-07-14","Chromosome",2391010741,147124152,NA,36,18,2,"published","ZOONOMIA","toga2","California sea lion","species","Zalophus californianus",1e-4,NA,NA,NA,NA,TRUE,TRUE,TRUE,3,2,2,0,0,TRUE,19,"Both",1,2,2,"Carnivora",FALSE
"Panthera pardus saxicolor","Panthera pardus","saxicolor",NA,"I","VULNERABLE",1,"M","Mammalia","Fibro",NA,"X","X","X","X",NA,"Tissue",NA,"Panthera_pardus","9691","Felis pardus;Leo pardus;Felis pardus nanopardus",NA,NA,NA,NA,NA,"Panthera","Felidae","Carnivora","Mammalia","Chordata","Metazoa",NA,2.830078125,2767740000,NA,22236240,NA,"2022-07-21","Scaffold",2509664278,126810544,NA,38,19,2,"insdc_open",NA,"toga2","Persian leopard,leopard","species","Panthera pardus",1e-4,NA,NA,NA,NA,TRUE,TRUE,TRUE,1,1,1,0,0,TRUE,19,"Both",1,1,1,"Carnivora",FALSE
"Mustela lutreola novikovi","Mustela lutreola","novikovi",NA,NA,"CRITICALLY ENDANGERED",1,"F","Mammalia","Fibro",NA,"X","X","X","X",NA,"Tissue",NA,"Mustela_lutreola","9666","Mustela aremorica;Mustela borealis;Mustela budina;Mustela europaea;Mustela fulva;Mustela minor;Mustela transsylvanica;Viverra lutreola",NA,NA,NA,NA,NA,"Mustela","Mustelidae","Carnivora","Mammalia","Chordata","Metazoa",NA,2.9453125,2880210000,NA,83356672,NA,"2023-07-13","Chromosome",2586268927,154078643,NA,38,19,2,"insdc_open",NA,"toga2","European mink","species","Mustela lutreola",1e-4,NA,NA,NA,NA,FALSE,TRUE,TRUE,1,1,1,0,0,TRUE,19,"Both",1,1,1,"Carnivora",FALSE
"Panthera tigris","Panthera tigris",NA,NA,"I","ENDANGERED",2,"F/M","Mammalia","Fibro",NA,"X","X","X","X",NA,"Tissue (ovary/skin)",NA,"Panthera_tigris","9694","Felis tigris",NA,NA,NA,NA,NA,"Panthera","Felidae","Carnivora","Mammalia","Chordata","Metazoa",NA,2.7109375,2650380000,NA,74391967,NA,"2021-05-13","Chromosome",2408678698,146942463,NA,38,19,2,"insdc_open",NA,"toga2","Tiger,Tiger;tiger","species","Panthera tigris",1e-4,NA,NA,NA,NA,TRUE,TRUE,TRUE,2,2,2,0,0,TRUE,19,"Both",1,2,2,"Carnivora",FALSE
"Pteronura brasiliensis","Pteronura brasiliensis",NA,NA,"I","ENDANGERED",1,"F","Mammalia","Fibro",NA,"X",NA,"X",NA,NA,"Tissue (uter/skin)",NA,"Pteronura_brasiliensis","9672","Lutra brasiliana;Lutra lupina;Mustela lutris brasiliensis;Pteronura sambachii;Pterura sanbachii",NA,NA,NA,NA,NA,"Pteronura","Mustelidae","Carnivora","Mammalia","Chordata","Metazoa",NA,2.9453125,2880210000,NA,90879,NA,"2019-01-15","Scaffold",2602275310,119023,82.7,38,19,2,"published","ZOONOMIA","not_in_toga","Giant otter,giant otter","species","Pteronura brasiliensis",1e-4,NA,NA,NA,NA,TRUE,TRUE,TRUE,1,1,1,0,0,TRUE,19,"Both",1,1,1,"Carnivora",FALSE
"Panthera tigris sumatrae","Panthera tigris","sumatrae",NA,NA,"ENDANGERED",2,"M/F","Mammalia","Fibro",NA,NA,NA,NA,NA,NA,"Skin",NA,"Panthera_tigris","9694","Felis tigris",NA,NA,NA,NA,NA,"Panthera","Felidae","Carnivora","Mammalia","Chordata","Metazoa",NA,2.7109375,2650380000,NA,74391967,NA,"2021-05-13","Chromosome",2408678698,146942463,NA,38,19,2,"insdc_open",NA,"toga2","Sumatra tiger,Tiger;tiger","species","Panthera tigris",1e-4,NA,NA,NA,NA,TRUE,TRUE,TRUE,2,1,1,0,0,TRUE,19,"Both",1,1,1,"Carnivora",FALSE
"Leopardus pardalis","Leopardus pardalis",NA,"Felinae","I","LEAST CONCERN",1,"F","Mammalia","Fibro",NA,"X","X",NA,NA,NA,NA,NA,"Leopardus_pardalis","32538","Felis pardalis;Felis albescens;Felis canescens;Felis griffithii;Felis limitis;Felis mearnsi;Felis mexicana;Felis ocelot;Felis pseudopardalis;Leopardus griseus",NA,NA,NA,NA,NA,"Leopardus","Felidae","Carnivora","Mammalia","Chordata","Metazoa",NA,2.974609375,2909550000,NA,104474415,NA,"2021-05-13","Chromosome",2426370816,152606360,NA,36,18,2,"insdc_open",NA,"toga1/2",NA,"genus","Leopardus geoffroyi",5.885985,"46844","OK",5.885985,5.88598,FALSE,TRUE,TRUE,1,1,1,0,0,TRUE,19,"Both",1,1,1,"Carnivora",FALSE
"Ailurus fulgens","Ailurus fulgens",NA,NA,"I","ENDANGERED",7,"F/F/F/M/F/F/M","Mammalia","Fibro",NA,"X","X","X","X",NA,"Tissue",NA,"Ailurus_fulgens","9649",NA,NA,NA,NA,NA,NA,"Ailurus","Ailuridae","Carnivora","Mammalia","Chordata","Metazoa",NA,2.8984375,2833755000,NA,99577,NA,"2017-02-28","Scaffold",2342939051,2983736,NA,36,18,2,"insdc_open",NA,"toga1/2",NA,"genus","Ailurus styani",10,"424585","No match",NA,NA,TRUE,TRUE,TRUE,7,5,5,0,0,TRUE,19,"Both",1,5,2,"Carnivora",TRUE
"Ateles hybridus","Ateles hybridus",NA,"Atelinae","II","CRITICALLY ENDANGERED",8,"F/F/F/M/F/U/M/U","Mammalia","Fibro","X","X","X","X","X","X","Tissue/placenta",NA,"Ateles_hybridus","129801","Ateles belzebuth hybridus;Ameranthropoides loysi;Ateles albifrons;Ateles hybridus brunneus;Ateles hybridus hybridus",NA,NA,NA,NA,NA,"Ateles","Atelidae","Primates","Mammalia","Chordata","Metazoa",NA,3.23828125,3166275000,NA,50515269,NA,"2021-09-22","Scaffold",2643274663,50515269,NA,34,17,2,"insdc_open",NA,"toga2","Brown Spider Monkey,brown spider monkey","species","Ateles hybridus",1e-4,NA,NA,NA,NA,FALSE,TRUE,TRUE,7,6,6,0,1,TRUE,26,"Both",1,6,2,"Primates",TRUE
"Lemur catta","Lemur catta",NA,"Lemuridae","I","ENDANGERED",9,"M/M/M/M/F/M/F","Mammalia","Fibro",NA,"X","X","X","X",NA,"Tissue (skin)",NA,"Lemur_catta","9447","Maki mococo",NA,NA,NA,NA,NA,"Lemur","Lemuridae","Primates","Mammalia","Chordata","Metazoa",NA,3.279296875,3207840000,NA,32529614,NA,"2021-11-04","Chromosome",2245584463,102162704,NA,56,28,2,"published","ZOONOMIA","not_in_toga","Ring-tailed Lemur,Ring-tailed lemur","species","Lemur catta",1e-4,NA,NA,NA,NA,TRUE,TRUE,TRUE,10,6,6,0,0,TRUE,26,"Both",1,6,2,"Primates",TRUE
"Callithrix geoffroyi","Callithrix geoffroyi",NA,"Callitrichinae","II","LEAST CONCERN",1,"F","Mammalia","Fibro","X","X","X","X","X",NA,"Tissue",NA,"Callithrix_geoffroyi","52231","Callithrix jacchus geoffroyi;Simia geoffroyi;Cebus albifrons;Cebus albifrons albifrons;Hapale melanotis;Jacchus leucocephalus;Jacchus maximiliani;Simia albifrons",NA,NA,NA,NA,NA,"Callithrix","Cebidae","Primates","Mammalia","Chordata","Metazoa",NA,3.4296875,3354540000,NA,13434,NA,"2023-10-31","Scaffold",2538092617,13434,NA,44,22,2,"insdc_open",NA,"toga1/2","Geoffroy’s Tufted-ear Marmoset,Geoffroy's marmoset","species","Callithrix geoffroyi",1e-4,NA,NA,NA,NA,FALSE,TRUE,TRUE,1,1,1,0,0,TRUE,26,"Both",1,1,1,"Primates",FALSE
"Saguinus imperator subgrisescens","Saguinus imperator","subgrisescens","Callitrichinae","II","LEAST CONCERN",3,"M/M/F","Mammalia","Fibro","X","X","X","X","X",NA,"Tissue",NA,"Saguinus_imperator","9491","Midas imperator",NA,NA,NA,NA,NA,"Saguinus","Cebidae","Primates","Mammalia","Chordata","Metazoa",NA,3.455078125,3378990000,NA,53787,NA,"2019-01-15","Scaffold",3493717886,65636,NA,44,22,2,"published","ZOONOMIA","toga1","Bearded Emperor Tamarin,tamarin","species","Saguinus imperator",1e-4,NA,NA,NA,NA,TRUE,TRUE,TRUE,3,4,4,0,0,TRUE,26,"Both",1,4,2,"Primates",FALSE
"Saguinus oedipus","Saguinus oedipus",NA,"Callitrichinae","I","CRITICALLY ENDANGERED",3,"U/M/U","Mammalia","Fibro",NA,"X",NA,"x",NA,NA,NA,NA,"Saguinus_oedipus","9490","? oedipus;Oedipus titi;Seniocebus meticulous",NA,NA,NA,NA,NA,"Saguinus","Cebidae","Primates","Mammalia","Chordata","Metazoa",NA,3.455078125,3378990000,NA,91852676,41012,"2023-09-25","Chromosome",3240181431,148490209,NA,44,22,2,"insdc_open",NA,"toga2","Cotton-headed Tamarin,cotton-top tamarin","species","Saguinus oedipus",1e-4,NA,NA,NA,NA,FALSE,TRUE,TRUE,3,3,3,0,0,TRUE,26,"Both",1,3,2,"Primates",FALSE
