"x1","scientific_name","species","subspecies","common_name","family","zims_species360","origin","sex","cell_type","type1","type2","type3","type4","karyotype","sample_id","line1","line2","line3","cell_barcode","cnag_id","x14","iucn","iPSC","status","superclass"
"50.0","Canis lupus signatus","Canis lupus","signatus","Spanish Wolf","Canidae","MIG12-29349207/ BARCELONA / 13451","CAPTIVE","M","Fibro","DNA","SEQ","RNA",NA,NA,"A2/A295","A2","A295",NA,NA,NA,"https://www.iucnredlist.org/species/3746/163508960","LC",FALSE,TRUE,"Mammalia"
"50.0","Canis lupus signatus","Canis lupus","signatus","Spanish Wolf","Canidae","CGM20-00006/PARQNATUR / 121","CAPTIVE","F","Fibro","DNA","RNA",NA,NA,NA,"A463","A463",NA,NA,NA,NA,"https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?mode=Info&id=425934&lvl=3&lin=f&keep=1&srchmode=1&unlock","LC",FALSE,TRUE,"Mammalia"
"50.0","Canis lupus signatus","Canis lupus","signatus","Spanish Wolf","Canidae","CGM20-00009/PARQNATUR / 124","CAPTIVE","F","Fibro","DNA","RNA",NA,NA,NA,"A464","A464",NA,NA,NA,NA,NA,"LC",FALSE,TRUE,"Mammalia"
"50.0","Canis lupus signatus","Canis lupus","signatus","Spanish Wolf","Canidae","CGM20-00008/: PARQNATUR / 123","CAPTIVE","F","Fibro","DNA","RNA",NA,NA,NA,"A472","A472",NA,NA,NA,NA,NA,"LC",FALSE,TRUE,"Mammalia"
"51.0","Ursus thibetanus","Ursus thibetanus",NA,"Asiatic Black Bear","Ursidae","3099475/MADRID Z / OT4","CAPTIVE","F","Fibro","DNA",NA,NA,NA,NA,"A153","A153",NA,NA,"*A153*",NA,"https://www.iucnredlist.org/species/22824/166528664","VU",FALSE,TRUE,"Mammalia"
"52.0","Ailuropoda melanoleuca","Ailuropoda melanoleuca",NA,"Giant Panda","Ursidae","WKP21-01928/MADRID Z / PG11","CAPTIVE","U","Primary",NA,NA,NA,NA,NA,"A175","A175",NA,NA,NA,NA,"https://www.iucnredlist.org/species/712/121745669","VU",FALSE,FALSE,"Mammalia"
"52.0","Ailuropoda melanoleuca","Ailuropoda melanoleuca",NA,"Giant Panda","Ursidae","WKP21-01929/MADRID Z / PG12","CAPTIVE","M","Fibro","K",NA,NA,NA,"Ailuropoda melanoleuca A176","A176","A176",NA,NA,"*A176*",NA,NA,"VU",FALSE,TRUE,"Mammalia"
"53.0","Ailurus fulgens","Ailurus fulgens",NA,"Red Panda","Ailuridae","QGH13-01156/ BARCELONA / 11932","CAPTIVE","F","Primary",NA,NA,NA,NA,NA,"A457","A457",NA,NA,NA,NA,NA,"EN",FALSE,FALSE,"Mammalia"
"53.0","Ailurus fulgens","Ailurus fulgens",NA,"Red Panda","Ailuridae","20113997/MADRID Z / PR87","CAPTIVE","M","Fibro",NA,NA,NA,NA,NA,"A149","A149",NA,NA,"*A149*",NA,"https://www.iucnredlist.org/species/714/110023718","EN",FALSE,TRUE,"Mammalia"
"53.0","Ailurus fulgens","Ailurus fulgens",NA,"Red Panda","Ailuridae","QGH13-01156/BARCELONA / 11932","CAPTIVE","F","Fibro",NA,NA,NA,NA,NA,"A234","A234",NA,NA,"*A234*",NA,"https://animaldiversity.org/accounts/Ailurus_fulgens/","EN",FALSE,TRUE,"Mammalia"
"53.0","Ailurus fulgens","Ailurus fulgens",NA,"Red Panda","Ailuridae","TMJ12-00038/MADRID Z / PR97","CAPTIVE","F","Fibro","DNA",NA,NA,NA,NA,"A332","A332",NA,NA,"*A332*",NA,"https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?mode=Info&id=9649&lvl=3&lin=f&keep=1&srchmode=1&unlock","EN",FALSE,TRUE,"Mammalia"
"53.0","Ailurus fulgens","Ailurus fulgens",NA,"Red Panda","Ailuridae","200092917540/BARCELONA / 10009","CAPTIVE","F","Fibro","DNA",NA,NA,NA,NA,"A404","A404",NA,NA,"*A404*",NA,NA,"EN",FALSE,TRUE,"Mammalia"
"54.0","Mungos mungo","Mungos mungo",NA,"Banded Mongoose","Herpestidae","2.6459861E7",NA,NA,"Fibro","K","DNA",NA,NA,"Mungos mungo A50","A50","A50",NA,NA,"*A50*",NA,"https://animaldiversity.org/accounts/Mungos_mungo/","LC",FALSE,TRUE,"Mammalia"
"55.0","Lutra lutra","Lutra lutra",NA,"Eurasian otter","Mustelidae","2.5402188E7","CAPTIVE","M","Fibro","K","DNA","SEQ",NA,"Lutra Lutra A8","A8","A8",NA,NA,"*A8*",NA,"https://www.iucnredlist.org/species/12419/21935287","NT",FALSE,TRUE,"Mammalia"
"55.0","Lutra lutra","Lutra lutra",NA,"Eurasian otter","Mustelidae","25402189/JEREZ / LUT6","WILD","F","Primary",NA,NA,NA,NA,NA,"A105","A105",NA,NA,NA,NA,"https://animaldiversity.org/accounts/Lutra_lutra/","NT",FALSE,FALSE,"Mammalia"
"56.0","Aonyx cinereus","Aonyx cinereus",NA,"Asian Small-clawed Otter","Mustelidae","MIG12-29553818/MUNDOMAR / NU7863","CAPTIVE","M","Primary",NA,NA,NA,NA,NA,"A373","A373",NA,NA,NA,NA,NA,"VU",FALSE,FALSE,"Mammalia"
"57.0","Mustela lutreola novikovi","Mustela lutreola","novikovi","European mink","Mustelidae","THV16-02170/MADRID Z / V11","CAPTIVE","F","Fibro","DNA",NA,NA,NA,NA,"A422","A422",NA,NA,"*A422*",NA,"https://www.iucnredlist.org/species/14018/45199861","CR",FALSE,TRUE,"Mammalia"
"58.0","Pteronura brasiliensis","Pteronura brasiliensis",NA,"Giant otter","Mustelidae","JQH12-04082/MADRID Z / NA5","CAPTIVE","F","Fibro",NA,NA,NA,NA,NA,"A440","A440",NA,NA,"*A440*",NA,NA,"EN",FALSE,TRUE,"Mammalia"
"59.0","Otaria byronia","Otaria byronia",NA,"South American Sea Lion","Otariidae","27920570/MADRID Z / LMA29","UNKNOWN","F","Fibro","K",NA,NA,NA,"Otaria byronia A164","A164","A164",NA,NA,"*A164*",NA,"https://www.iucnredlist.org/species/41665/61948292","LC",FALSE,TRUE,"Mammalia"
"59.0","Otaria byronia","Otaria byronia",NA,"South American Sea Lion","Otariidae","MIG12-29480708/ID: MADRID Z / LMA38","CAPTIVE","F","Fibro",NA,NA,NA,NA,NA,"A236","A236",NA,NA,"*A236*",NA,"https://animaldiversity.org/accounts/Otaria_flavescens/","LC",FALSE,TRUE,"Mammalia"
"59.0","Otaria byronia","Otaria byronia",NA,"South American Sea Lion","Otariidae","-",NA,NA,"Fibro","DNA",NA,NA,NA,NA,"A414","A414",NA,NA,"*A414*",NA,"https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi","LC",FALSE,TRUE,"Mammalia"
"60.0","Zalophus californianus","Zalophus californianus",NA,"California sea lion","Otariidae","QGH12-00115","CAPTIVE","F","Fibro","DNA",NA,NA,NA,NA,"A345","A345",NA,NA,"*A345*",NA,"https://www.iucnredlist.org/species/41666/45230310","LC",FALSE,TRUE,"Mammalia"
"60.0","Zalophus californianus","Zalophus californianus",NA,"California sea lion","Otariidae","8371086/ BARCELONA / 7436","CAPTIVE","F","Primary",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LC",FALSE,FALSE,"Mammalia"
"61.0","Suricata suricatta","Suricata suricatta",NA,"Meerkat","Herpestidae","MIG12-28842317/MADRID Z / SUR43","CAPTIVE","M","Fibro","DNA","K",NA,NA,"Suricata suricatta A195","A195","A195",NA,NA,"*A195*",NA,NA,"LC",FALSE,TRUE,"Mammalia"
"61.0","Suricata suricatta","Suricata suricatta",NA,"Meerkat","Herpestidae","FMK17-00003/MUNDOMAR / 900110000208348","CAPTIVE","F","Fibro","DNA","RNA",NA,NA,NA,"A375","A375",NA,NA,"*A375*",NA,NA,"LC",FALSE,TRUE,"Mammalia"
"61.0","Suricata suricatta","Suricata suricatta",NA,"Meerkat","Herpestidae","QGH12-00163/BARCELONA / 11592","CAPTIVE","F","Fibro",NA,NA,NA,NA,NA,"A258?","A258?",NA,NA,NA,NA,NA,"LC",FALSE,TRUE,"Mammalia"
"61.0","Suricata suricatta","Suricata suricatta",NA,"Meerkat","Herpestidae","QGH13-01121/BARCELONA / 11916","CAPTIVE","F","Fibro",NA,NA,NA,NA,NA,"A259?","A259?",NA,NA,NA,NA,NA,"LC",FALSE,TRUE,"Mammalia"
"61.0","Suricata suricatta","Suricata suricatta",NA,"Meerkat","Herpestidae","QGH23-06410/ BARCELONA / 14320","CAPTIVE","F","Fibro","DNA",NA,NA,NA,NA,"A476","A476",NA,NA,NA,NA,NA,"LC",FALSE,TRUE,"Mammalia"
"61.0","Suricata suricatta","Suricata suricatta",NA,"Meerkat","Herpestidae","QGH24-06533/BARCELONA / 14420","CAPTIVE","M","Fibro",NA,NA,NA,NA,NA,"A524","A524",NA,NA,NA,NA,NA,"LC",FALSE,TRUE,"Mammalia"
"62.0","Crocuta crocuta","Crocuta crocuta",NA,"Spotted hyena","Hyaenidae","MIG12-29918001","CAPTIVE","M","Fibro",NA,NA,NA,NA,NA,"A222","A222",NA,NA,"*A222*",NA,"https://www.iucnredlist.org/species/5674/45194782","LC",FALSE,TRUE,"Mammalia"
"63.0","Elephas maximus","Elephas maximus",NA,"Asian Elephant","Elephantidae",NA,"CAPTIVE",NA,"PBMc",NA,NA,NA,NA,NA,"A140","A140",NA,NA,"*A140*",NA,"https://www.iucnredlist.org/species/7140/45818198","EN",FALSE,TRUE,"Mammalia"
"63.0","Elephas maximus","Elephas maximus",NA,"Asian Elephant","Elephantidae",NA,"CAPTIVE",NA,"PBMc",NA,NA,NA,NA,NA,"A141","A141",NA,NA,"*A141*",NA,"https://animaldiversity.org/accounts/Elephas_maximus/","EN",FALSE,TRUE,"Mammalia"
"63.0","Elephas maximus","Elephas maximus",NA,"Asian Elephant","Elephantidae",NA,"CAPTIVE",NA,"PBMc",NA,NA,NA,NA,NA,"A142","A142",NA,NA,"*A142*",NA,"https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?mode=Info&id=9783&lvl=3&lin=f&keep=1&srchmode=1&unlock","EN",FALSE,TRUE,"Mammalia"
"63.0","Elephas maximus","Elephas maximus",NA,"Asian Elephant","Elephantidae",NA,"CAPTIVE",NA,"Primary",NA,NA,NA,NA,NA,"A275","A275",NA,NA,"*A275*",NA,NA,"EN",FALSE,FALSE,"Mammalia"
"64.0","Loxodonta africana","Loxodonta africana",NA,"African Savanna Elephant","Elephantidae",NA,"CAPTIVE",NA,"Fibro",NA,NA,NA,NA,NA,"A357","A357",NA,NA,"*A357*",NA,"https://www.iucnredlist.org/species/181008073/204401095","EN",FALSE,TRUE,"Mammalia"
"65.0","Elephas maximus sumatranus","Elephas maximus","sumatranus","Sumatran elephant","Elephantidae","WKP23-02067/MADRID Z / EAS16","CAPTIVE",NA,"Fibro",NA,NA,NA,NA,NA,"A491/A490","A491","A490",NA,NA,NA,NA,"EN",FALSE,TRUE,"Mammalia"
"66.0","Eliomys quercinus","Eliomys quercinus",NA,"Garden Dormouse","Gliridae",NA,NA,NA,"Fibro","DNA","K",NA,NA,"Eliomys quercinus A132","A132","A132",NA,NA,"*A132*",NA,"https://www.iucnredlist.org/species/7618/12835766","NT",FALSE,TRUE,"Mammalia"
"67.0","Hydrochoerus hydrochaeris","Hydrochoerus hydrochaeris",NA,"Capybara","Caviidae","MIG12-28055016","CAPTIVE","M","Primary",NA,NA,NA,NA,NA,"A60","A60",NA,NA,NA,NA,"https://www.iucnredlist.org/species/10300/22190005","LC",FALSE,FALSE,"Mammalia"
"67.0","Hydrochoerus hydrochaeris","Hydrochoerus hydrochaeris",NA,"Capybara","Caviidae","DKL20-06414/BARCELONA / 13876","CAPTIVE","M","Fibro","DNA",NA,NA,NA,NA,"A391","A391",NA,NA,"*A391*",NA,"https://animaldiversity.org/accounts/Hydrochoerus_hydrochaeris/","LC",FALSE,TRUE,"Mammalia"
"68.0","Dolichotis patagonum","Dolichotis patagonum",NA,"Patagonian mara","Caviidae","WKP21-01890/MADRID Z / MR177","CAPTIVE","M","Primary",NA,NA,NA,NA,NA,"A196","A196",NA,NA,NA,NA,"https://www.iucnredlist.org/species/6785/22190337","NT",FALSE,FALSE,"Mammalia"
"68.0","Dolichotis patagonum","Dolichotis patagonum",NA,"Patagonian mara","Caviidae","23574609/JEREZ / MAR038","CAPTIVE","F","Fibro","K",NA,NA,NA,"Dolichotis patagonum A70","A70","A70",NA,NA,"*A70*",NA,"https://animaldiversity.org/accounts/Dolichotis_patagonum/","NT",FALSE,TRUE,"Mammalia"
"68.0","Dolichotis patagonum","Dolichotis patagonum",NA,"Patagonian mara","Caviidae","-",NA,NA,"Fibro","DNA","RNA",NA,NA,NA,"A460","A460",NA,NA,NA,NA,"https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?mode=Info&id=29091&lvl=3&lin=f&keep=1&srchmode=1&unlock","NT",FALSE,TRUE,"Mammalia"
"69.0","Hystrix cristata","Hystrix cristata",NA,"Short-tailed porcupine","Hystricidae","MIG12-29239594","CAPTIVE","F","Fibro","DNA",NA,NA,NA,NA,"A301","A301",NA,NA,"*A301*",NA,NA,"LC",FALSE,TRUE,"Mammalia"
"69.0","Hystrix cristata","Hystrix cristata",NA,"Short-tailed porcupine","Hystricidae","17968565/BARCELONA / 6798","CAPTIVE","M","Fibro","DNA","RNA",NA,NA,NA,"A453","A453",NA,NA,"*A453*",NA,NA,"LC",FALSE,TRUE,"Mammalia"
"70.0","Cynomys ludovicianus","Cynomys ludovicianus",NA,"Black-tailed prairie dog","Sciuridae","SQK18-04210/BARCELONA / 13749","CAPTIVE","M","Fibro","DNA",NA,NA,NA,NA,"A305","A305",NA,NA,"*A305*",NA,"https://www.iucnredlist.org/species/6091/115080297","LC",FALSE,TRUE,"Mammalia"
"71.0","Cricetomys gambianus","Cricetomys gambianus",NA,"Gambian giant pouched rat","Nesomyidae","TLJ15-00688/ BIOPARCVA / V15082","CAPTIVE","M","Primary",NA,NA,NA,NA,NA,"A333","A333",NA,NA,NA,NA,NA,"LC",FALSE,FALSE,"Mammalia"
"72.0","Oryctolagus cuniculus","Oryctolagus cuniculus",NA,"European rabbit","Leporidae",NA,NA,NA,"Primary",NA,NA,NA,NA,NA,"A121","A121",NA,NA,NA,NA,"https://www.iucnredlist.org/species/41291/170619657","EN",FALSE,FALSE,"Mammalia"
"73.0","Oryctolagus cuniculus ibicea","Oryctolagus cuniculus","ibicea","European rabbit","Leporidae",NA,NA,NA,"Fibro","DNA",NA,NA,NA,NA,"A286","A286",NA,NA,"*A286*",NA,NA,"LC",FALSE,TRUE,"Mammalia"
"73.0","Oryctolagus cuniculus ibicea","Oryctolagus cuniculus","ibicea","European rabbit","Leporidae","-",NA,NA,"Primary",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LC",FALSE,FALSE,"Mammalia"
"74.0","Notamacropus rufogriseus","Notamacropus rufogriseus",NA,"Red-necked Wallaby","Macropodidae","QGH12-00003/11425","CAPTIVE","M","Primary",NA,NA,NA,NA,NA,"A276","A276",NA,NA,NA,NA,NA,"LC",FALSE,FALSE,"Mammalia"
"74.0","Notamacropus rufogriseus","Notamacropus rufogriseus",NA,"Red-necked Wallaby","Macropodidae","CGM20-00275/PARQNATUR / 389","CAPTIVE","M","Fibro","DNA","RNA",NA,NA,NA,"A459","A459",NA,NA,NA,NA,"https://www.iucnredlist.org/species/40566/21953329","LC",FALSE,TRUE,"Mammalia"
"74.0","Notamacropus rufogriseus","Notamacropus rufogriseus",NA,"Red-necked Wallaby","Macropodidae","QGH15-02472/BARCELONA / 12639","CAPTIVE","M","Fibro",NA,NA,NA,NA,NA,"A269","A269",NA,NA,"*A269*",NA,"https://animaldiversity.org/accounts/Macropus_rufogriseus/","LC",FALSE,TRUE,"Mammalia"
"74.0","Notamacropus rufogriseus","Notamacropus rufogriseus",NA,"Red-necked Wallaby","Macropodidae","FRW15-00528/JEREZ / CA56","CAPTIVE","F","Fibro",NA,NA,NA,NA,NA,"A291","A291",NA,NA,"*A291*",NA,"https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?mode=Info&id=1960652&lvl=3&lin=f&keep=1&srchmode=1&unlock","LC",FALSE,TRUE,"Mammalia"
"74.0","Notamacropus rufogriseus","Notamacropus rufogriseus",NA,"Red-necked Wallaby","Macropodidae","FRW15-00528/JEREZ / CA56","CAPTIVE","U","Fibro",NA,NA,NA,NA,NA,"A292","A292",NA,NA,"*A292*",NA,NA,"LC",FALSE,TRUE,"Mammalia"
"74.0","Notamacropus rufogriseus","Notamacropus rufogriseus",NA,"Red-necked Wallaby","Macropodidae",NA,"CAPTIVE",NA,"Primary",NA,NA,NA,NA,NA,"A97","A97",NA,NA,NA,NA,NA,"LC",FALSE,FALSE,"Mammalia"
"74.0","Notamacropus rufogriseus","Notamacropus rufogriseus",NA,"Red-necked Wallaby","Macropodidae","QGH17-04395/BARCELONA/12921","CAPTIVE","F","Fibro","DNA",NA,NA,NA,NA,"A509","A509",NA,NA,NA,NA,NA,"LC",FALSE,TRUE,"Mammalia"
"75.0","Petrogale xanthopus","Petrogale xanthopus",NA,"Yellow-footed Rock Wallaby","Macropodidae","WKP21-01924/MADRID Z / WR48","CAPTIVE","M","Fibro","K",NA,NA,NA,"Petrogale xanthopus A160","A160","A160",NA,NA,"*A160*",NA,"https://www.iucnredlist.org/species/16750/21955455","NT",FALSE,TRUE,"Mammalia"
"76.0","Osphranter rufus","Osphranter rufus",NA,"Red kangaroo","Macropodidae","QGH12-00305 /BARCELONA / 11715","CAPTIVE","M","Fibro",NA,NA,NA,NA,NA,"A355","A355",NA,NA,"*A355*",NA,NA,"LC",FALSE,TRUE,"Mammalia"
"76.0","Osphranter rufus","Osphranter rufus",NA,"Red kangaroo","Macropodidae","QGH22-06164-IA","-","U","Fibro","DNA",NA,NA,NA,NA,"A384","A384",NA,NA,"*A384*",NA,NA,"LC",FALSE,TRUE,"Mammalia"
"76.0","Osphranter rufus","Osphranter rufus",NA,"Red kangaroo","Macropodidae","QGH23-06500/BARCELONA/14396",NA,"M","Fibro","DNA",NA,NA,NA,NA,"A510","A510",NA,NA,NA,NA,NA,"LC",FALSE,TRUE,"Mammalia"
"77.0","Lemur catta","Lemur catta",NA,"Ring-tailed Lemur","Lemuridae","QGH20-05335","CAPTIVE","M","Primary",NA,NA,NA,NA,NA,"A27","A27",NA,NA,NA,"AL1448","https://www.iucnredlist.org/species/11496/115565760","EN",FALSE,FALSE,"Mammalia"
"77.0","Lemur catta","Lemur catta",NA,"Ring-tailed Lemur","Lemuridae","QGH13-00741","CAPTIVE","M","Primary",NA,NA,NA,NA,NA,"A23","A23",NA,NA,NA,NA,"https://animaldiversity.org/accounts/Lemur_catta/","EN",FALSE,FALSE,"Mammalia"
"77.0","Lemur catta","Lemur catta",NA,"Ring-tailed Lemur","Lemuridae","QGH15-02282/ BARCELONA / 12431","CAPTIVE","M","Fibro",NA,NA,NA,NA,NA,"A390","A390",NA,NA,"*A390*",NA,"https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi","EN",FALSE,TRUE,"Mammalia"
"77.0","Lemur catta","Lemur catta",NA,"Ring-tailed Lemur","Lemuridae","2792047/MADRID Z / LCAT24","CAPTIVE","M","Fibro",NA,NA,NA,NA,NA,"A494","A494",NA,NA,NA,NA,NA,"EN",FALSE,TRUE,"Mammalia"
"77.0","Lemur catta","Lemur catta",NA,"Ring-tailed Lemur","Lemuridae","17968768/MADRID Z / LCAT9","CAPTIVE","M","Primary",NA,NA,NA,NA,NA,"A505","A505",NA,NA,NA,NA,NA,"EN",FALSE,FALSE,"Mammalia"
"78.0","Eulemur fulvus","Eulemur fulvus",NA,"Common brown lemur","Lemuridae","27917539/LM12","CAPTIVE","F","Fibro","DNA","K","SEQ",NA,"Eulemur fulvus A170","A170","A170",NA,NA,"*A170*",NA,"https://www.iucnredlist.org/species/8207/115562499","VU",FALSE,TRUE,"Mammalia"
"78.0","Eulemur fulvus","Eulemur fulvus",NA,"Common brown lemur","Lemuridae","27921801/LM11","CAPTIVE","F","Fibro",NA,NA,NA,NA,NA,"A265","A265",NA,NA,"*A265*",NA,NA,"VU",FALSE,TRUE,"Mammalia"
"79.0","Callithrix geoffroyi","Callithrix geoffroyi",NA,"Geoffroy’s Tufted-ear Marmoset","Callitrichidae","TGD16-00658/ JEREZ TG5","CAPTIVE","F","Fibro","DNA","K","SEQ",NA,"Callithrix geoffroyi A81","A81","A81",NA,NA,"*A81*","AX8913","https://www.iucnredlist.org/species/3572/191701212","LC",FALSE,TRUE,"Mammalia"
"80.0","Saguinus imperator subgrisescens","Saguinus imperator","subgrisescens","Bearded Emperor Tamarin","Cebidae","11295.0","CAPTIVE","M","Fibro","DNA","K","SEQ",NA,"Saguinus imperator subgrisescens A76","A76/A127","A76","A127",NA,"*A76/A127*","AX8916","https://animaldiversity.org/accounts/Saguinus_imperator/","LC",FALSE,TRUE,"Mammalia"
"80.0","Saguinus imperator subgrisescens","Saguinus imperator","subgrisescens","Bearded Emperor Tamarin","Cebidae","13040.0","CAPTIVE","M","Fibro","DNA","K",NA,NA,"Saguinus imperator subgrisescens A77","A77","A77",NA,NA,"*A77*",NA,"https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?mode=Info&id=881951&lvl=3&lin=f&keep=1&srchmode=1&unlock","LC",FALSE,TRUE,"Mammalia"
"80.0","Saguinus imperator subgrisescens","Saguinus imperator","subgrisescens","Bearded Emperor Tamarin","Cebidae","10860.0","CAPTIVE","F","Fibro","DNA","K","SEQ",NA,"Saguinus imperator subgrisescens A130","A130","A130",NA,NA,"*A130*","AX8917",NA,"LC",FALSE,TRUE,"Mammalia"
"81.0","Saguinus oedipus","Saguinus oedipus",NA,"Cotton-headed Tamarin","Cebidae","FRW20-01066","CAPTIVE","U","Fibro","DNA","SEQ",NA,NA,NA,"A90","A90",NA,NA,"*A90*","AX8914","https://www.iucnredlist.org/species/19823/192551067","CR",FALSE,TRUE,"Mammalia"
"81.0","Saguinus oedipus","Saguinus oedipus",NA,"Cotton-headed Tamarin","Cebidae","QGH22-06121/BCN14151","CAPTIVE","U","Fibro",NA,NA,NA,NA,NA,"A350","A350",NA,NA,NA,NA,"https://animaldiversity.org/accounts/Saguinus_oedipus/","CR",FALSE,TRUE,"Mammalia"
"81.0","Saguinus oedipus","Saguinus oedipus",NA,"Cotton-headed Tamarin","Cebidae","QGH22-06117-IA","-","M","Fibro","DNA",NA,NA,NA,NA,"A347","A347",NA,NA,"*A347*",NA,"https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi","CR",FALSE,TRUE,"Mammalia"
"82.0","Leontopithecus chrysomelas","Leontopithecus chrysomelas",NA,"Golden-headed lion tamarin","Cebidae","MIG12-29918004/BARCELONA / 10206","CAPTIVE","M","Fibro","DNA","RNA",NA,NA,NA,"A400","A400",NA,NA,"*A400*",NA,NA,"EN",FALSE,TRUE,"Mammalia"
"83.0","Cebuella pygmaea","Cebuella pygmaea",NA,"Pygmy marmoset","Cebidae","QGH22-06032/ BARCELONA / 14077","CAPTIVE","U","Fibro","DNA",NA,NA,NA,NA,"A394","A394",NA,NA,"*A394*",NA,NA,"VU",FALSE,TRUE,"Mammalia"
"83.0","Cebuella pygmaea","Cebuella pygmaea",NA,"Pygmy marmoset","Cebidae","QGH18-04995/: BARCELONA / 13312","CAPTIVE","F","Fibro","DNA",NA,NA,NA,NA,"A392","A392",NA,NA,"*A392*",NA,NA,"VU",FALSE,TRUE,"Mammalia"
"83.0","Cebuella pygmaea","Cebuella pygmaea",NA,"Pygmy marmoset","Cebidae","QGH13-00725/BARCELONA / 11787","CAPTIVE","F","Fibro","DNA",NA,NA,NA,NA,"A434","A434",NA,NA,"*A434*",NA,NA,"VU",FALSE,TRUE,"Mammalia"
"83.0","Cebuella pygmaea","Cebuella pygmaea",NA,"Pygmy marmoset","Cebidae","QGH18-04995/Barcelona/13312","CAPTIVE","F","Fibro","DNA","RNA",NA,NA,NA,"A437","A437",NA,NA,"*A437*",NA,NA,"VU",FALSE,TRUE,"Mammalia"
